Pistachio_Index,tip_Closest_50_1,tip_Closest_50_2,tip_Closest_50_3,tip_Closest_50_4,tip_Closest_50_5,tip_Closest_50_6,tip_Closest_50_7,tip_Closest_50_8,Status,Status Color,full_1,full_2,full_3,full_4,full_5,full_6,full_7,full_8,tip_Farthest_50_1,tip_Farthest_50_2,tip_Farthest_50_3,tip_Farthest_50_4,tip_Farthest_50_5,tip_Farthest_50_6,tip_Farthest_50_7,tip_Farthest_50_8,tip_Closest_30_1,tip_Closest_30_2,tip_Closest_30_3,tip_Closest_30_4,tip_Closest_30_5,tip_Closest_30_6,tip_Closest_30_7,tip_Closest_30_8,tip_Farthest_30_1,tip_Farthest_30_2,tip_Farthest_30_3,tip_Farthest_30_4,tip_Farthest_30_5,tip_Farthest_30_6,tip_Farthest_30_7,tip_Farthest_30_8,tip_Farthest_70_1,tip_Farthest_70_2,tip_Farthest_70_3,tip_Farthest_70_4,tip_Farthest_70_5,tip_Farthest_70_6,tip_Farthest_70_7,tip_Farthest_70_8,tip_Closest_70_1,tip_Closest_70_2,tip_Closest_70_3,tip_Closest_70_4,tip_Closest_70_5,tip_Closest_70_6,tip_Closest_70_7,tip_Closest_70_8
CT3-A13-full_13,0.061,0.0,0.0,0.0,0.796,0.003,0.004,0.137,Filled,#5dde6a,0.099,0.0,0.0,0.0,0.813,0.001,0.006,0.081,0.131,0.0,0.0,0.0,0.827,0.0,0.007,0.035,0.082,0.0,0.001,0.001,0.691,0.005,0.003,0.217,0.175,0.0,0.0,0.0,0.788,0.0,0.012,0.024,0.105,0.0,0.0,0.0,0.855,0.0,0.006,0.034,0.063,0.0,0.0,0.0,0.825,0.002,0.002,0.108
CT3-A13-full_14,0.749,0.0,0.0,0.0,0.166,0.002,0.001,0.081,Filled,#5dde6a,0.717,0.0,0.0,0.0,0.141,0.002,0.0,0.139,0.684,0.0,0.0,0.0,0.115,0.001,0.0,0.2,0.787,0.0,0.0,0.0,0.138,0.004,0.001,0.069,0.717,0.0,0.0,0.0,0.114,0.001,0.0,0.168,0.686,0.0,0.0,0.0,0.143,0.001,0.0,0.17,0.718,0.0,0.0,0.0,0.152,0.002,0.001,0.128
CT3-A13-full_15,0.383,0.0,0.0,0.0,0.53,0.0,0.001,0.086,Filled,#5dde6a,0.529,0.0,0.0,0.0,0.398,0.0,0.0,0.073,0.676,0.0,0.0,0.0,0.265,0.0,0.0,0.059,0.379,0.0,0.0,0.0,0.518,0.0,0.001,0.102,0.709,0.0,0.0,0.0,0.257,0.0,0.0,0.034,0.591,0.0,0.0,0.0,0.348,0.0,0.0,0.06,0.456,0.0,0.0,0.0,0.455,0.0,0.0,0.088
CT3-A13-full_16,0.166,0.0,0.001,0.001,0.126,0.014,0.001,0.691,Filled,#5dde6a,0.181,0.0,0.001,0.0,0.102,0.014,0.001,0.701,0.195,0.0,0.0,0.0,0.079,0.013,0.001,0.712,0.15,0.0,0.002,0.001,0.176,0.015,0.001,0.654,0.207,0.0,0.0,0.0,0.091,0.022,0.001,0.679,0.194,0.0,0.0,0.0,0.07,0.013,0.001,0.722,0.169,0.0,0.001,0.001,0.107,0.011,0.001,0.711
CT3-A13-full_17,0.547,0.0,0.001,0.001,0.408,0.001,0.001,0.041,Filled,#5dde6a,0.58,0.0,0.001,0.001,0.334,0.001,0.001,0.083,0.611,0.0,0.001,0.001,0.263,0.001,0.0,0.124,0.544,0.0,0.002,0.001,0.423,0.002,0.002,0.027,0.614,0.0,0.001,0.001,0.233,0.002,0.0,0.148,0.593,0.0,0.0,0.0,0.3,0.001,0.0,0.105,0.566,0.0,0.001,0.0,0.375,0.001,0.001,0.056
CT3-A13-full_18,0.278,0.0,0.0,0.005,0.537,0.033,0.017,0.129,Filled,#5dde6a,0.239,0.0,0.0,0.003,0.638,0.018,0.01,0.092,0.2,0.0,0.0,0.0,0.742,0.003,0.002,0.054,0.148,0.0,0.0,0.005,0.649,0.034,0.016,0.148,0.107,0.0,0.0,0.0,0.861,0.001,0.001,0.03,0.276,0.0,0.0,0.001,0.634,0.012,0.007,0.07,0.291,0.0,0.0,0.003,0.551,0.025,0.013,0.116
CT3-A13-full_19,0.202,0.0,0.0,0.002,0.669,0.007,0.02,0.1,Filled,#5dde6a,0.315,0.0,0.0,0.001,0.367,0.006,0.012,0.3,0.4,0.0,0.0,0.0,0.14,0.005,0.005,0.45,0.095,0.0,0.0,0.003,0.872,0.001,0.02,0.009,0.457,0.0,0.0,0.0,0.082,0.004,0.0,0.456,0.386,0.0,0.0,0.0,0.203,0.007,0.009,0.394,0.23,0.0,0.0,0.001,0.535,0.007,0.019,0.207
CT3-A13-full_20,0.738,0.0,0.0,0.0,0.164,0.003,0.0,0.095,Filled,#5dde6a,0.818,0.0,0.0,0.0,0.11,0.004,0.0,0.068,0.897,0.0,0.0,0.0,0.058,0.004,0.0,0.041,0.698,0.0,0.0,0.0,0.205,0.003,0.0,0.094,0.897,0.0,0.0,0.0,0.057,0.007,0.0,0.039,0.868,0.0,0.0,0.0,0.071,0.004,0.0,0.057,0.785,0.0,0.0,0.0,0.133,0.002,0.0,0.08
CT3-A13-full_21,0.315,0.0,0.0,0.0,0.167,0.002,0.0,0.516,Filled,#5dde6a,0.464,0.0,0.0,0.0,0.181,0.001,0.0,0.354,0.613,0.0,0.0,0.0,0.195,0.0,0.0,0.191,0.259,0.0,0.0,0.0,0.169,0.003,0.0,0.569,0.652,0.0,0.0,0.0,0.176,0.001,0.0,0.171,0.552,0.0,0.0,0.0,0.187,0.0,0.0,0.261,0.384,0.0,0.0,0.0,0.183,0.001,0.0,0.431
CT3-A13-full_22,0.139,0.0,0.0,0.0,0.02,0.049,0.002,0.79,Blank,#dbc381,0.128,0.0,0.0,0.0,0.034,0.041,0.001,0.796,0.119,0.0,0.0,0.0,0.047,0.033,0.0,0.801,0.142,0.0,0.0,0.0,0.023,0.032,0.003,0.8,0.118,0.0,0.0,0.0,0.068,0.023,0.0,0.79,0.123,0.0,0.0,0.0,0.038,0.044,0.0,0.795,0.133,0.0,0.0,0.0,0.018,0.049,0.001,0.799
CT3-A13-full_23,0.096,0.0,0.0,0.0,0.027,0.118,0.001,0.759,Filled,#5dde6a,0.12,0.0,0.0,0.0,0.063,0.088,0.0,0.728,0.144,0.0,0.0,0.0,0.099,0.059,0.0,0.697,0.09,0.0,0.0,0.0,0.032,0.153,0.0,0.725,0.162,0.0,0.0,0.0,0.146,0.078,0.0,0.614,0.133,0.0,0.0,0.0,0.076,0.061,0.0,0.73,0.102,0.0,0.0,0.0,0.028,0.093,0.0,0.777
CT3-A13-full_24,0.342,0.0,0.0,0.0,0.182,0.012,0.001,0.463,Filled,#5dde6a,0.343,0.0,0.0,0.0,0.164,0.012,0.001,0.481,0.343,0.0,0.0,0.0,0.147,0.012,0.0,0.498,0.353,0.0,0.0,0.0,0.166,0.02,0.002,0.459,0.42,0.0,0.0,0.0,0.133,0.02,0.0,0.427,0.339,0.0,0.0,0.0,0.163,0.008,0.0,0.489,0.31,0.0,0.0,0.0,0.177,0.008,0.001,0.504
CT3-A13-full_25,0.258,0.0,0.0,0.0,0.048,0.043,0.001,0.65,Blank,#dbc381,0.2,0.0,0.0,0.0,0.08,0.022,0.001,0.696,0.143,0.0,0.0,0.0,0.113,0.002,0.0,0.743,0.276,0.0,0.0,0.0,0.04,0.066,0.001,0.617,0.109,0.0,0.0,0.0,0.141,0.003,0.0,0.748,0.168,0.0,0.0,0.0,0.097,0.004,0.001,0.73,0.239,0.0,0.0,0.0,0.055,0.03,0.001,0.674
CT3-A13-full_26,0.125,0.0,0.0,0.0,0.268,0.073,0.008,0.526,Filled,#5dde6a,0.203,0.0,0.0,0.0,0.209,0.046,0.006,0.536,0.28,0.0,0.0,0.0,0.153,0.018,0.003,0.546,0.115,0.0,0.0,0.0,0.365,0.09,0.005,0.425,0.321,0.0,0.0,0.0,0.169,0.017,0.0,0.493,0.241,0.0,0.0,0.0,0.144,0.027,0.006,0.583,0.152,0.0,0.0,0.0,0.227,0.058,0.008,0.555
CT3-A13-full_27,0.729,0.0,0.0,0.0,0.222,0.0,0.0,0.048,Filled,#5dde6a,0.793,0.0,0.0,0.0,0.148,0.003,0.0,0.056,0.857,0.0,0.0,0.0,0.073,0.007,0.0,0.063,0.682,0.0,0.0,0.0,0.285,0.0,0.0,0.033,0.853,0.0,0.0,0.0,0.061,0.011,0.0,0.074,0.84,0.0,0.0,0.0,0.09,0.005,0.0,0.065,0.768,0.0,0.0,0.0,0.184,0.0,0.0,0.048
CT3-A13-full_28,0.1,0.0,0.0,0.0,0.095,0.001,0.001,0.803,Filled,#5dde6a,0.107,0.0,0.0,0.0,0.074,0.02,0.0,0.799,0.114,0.0,0.0,0.0,0.052,0.039,0.0,0.795,0.138,0.0,0.0,0.0,0.109,0.002,0.001,0.75,0.109,0.0,0.0,0.0,0.063,0.036,0.0,0.792,0.093,0.0,0.0,0.0,0.059,0.028,0.0,0.82,0.106,0.0,0.0,0.0,0.078,0.013,0.001,0.802
CT3-A13-full_29,0.415,0.0,0.0,0.0,0.532,0.0,0.0,0.053,Filled,#5dde6a,0.604,0.0,0.0,0.0,0.343,0.0,0.0,0.053,0.765,0.0,0.0,0.0,0.182,0.001,0.0,0.052,0.217,0.0,0.0,0.0,0.701,0.0,0.0,0.082,0.752,0.0,0.0,0.0,0.195,0.001,0.0,0.052,0.726,0.0,0.0,0.0,0.23,0.001,0.0,0.044,0.538,0.0,0.0,0.0,0.408,0.0,0.0,0.053
CT3-A13-full_30,0.28,0.0,0.0,0.0,0.69,0.0,0.012,0.017,Filled,#5dde6a,0.298,0.0,0.0,0.0,0.681,0.0,0.004,0.017,0.307,0.0,0.0,0.0,0.676,0.0,0.0,0.017,0.17,0.0,0.0,0.0,0.805,0.0,0.025,0.0,0.241,0.0,0.0,0.0,0.752,0.0,0.0,0.007,0.324,0.0,0.0,0.0,0.656,0.0,0.0,0.02,0.347,0.0,0.0,0.0,0.62,0.0,0.008,0.025
